,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
586,587,Emolga,No hay,Electric,Flying,"['Static', 'Motor Drive']",5.0,0.0,75,60,55,75,60,103,0.4,5.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,428,200,1000000.0
587,588,Karrablast,Escavalier,Bug,-,"['Swarm', 'Shed Skin', 'No Guard']",5.0,0.0,75,45,50,40,45,60,0.5,5.9,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,315,200,1000000.0
588,589,Escavalier,Unknown,Bug,Steel,"['Swarm', 'Shell Armor', 'Overcoat']",5.0,0.0,135,105,70,60,105,20,1.0,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,3840.0,70.0,495,75,1000000.0
589,590,Foongus,Amoonguss,Grass,Poison,"['Effect Spore', 'Regenerator']",5.0,0.0,55,45,69,55,55,15,0.2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,294,190,1000000.0
590,591,Amoonguss,Unknown,Grass,Poison,"['Effect Spore', 'Regenerator']",5.0,0.0,85,70,114,85,80,30,0.6,10.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,464,75,1000000.0
591,592,Frillish,Jellicent,Water,Ghost,"['Water Absorb', 'Cursed Body', 'Damp']",5.0,0.0,40,50,55,65,85,40,1.2,33.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,5120.0,70.0,335,190,1000000.0
592,593,Jellicent,Unknown,Water,Ghost,"['Water Absorb', 'Cursed Body', 'Damp']",5.0,0.0,60,70,100,85,105,60,2.2,135.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,5120.0,70.0,480,60,1000000.0
593,594,Alomomola,No hay,Water,-,"['Healer', 'Hydration', 'Regenerator']",5.0,0.0,75,80,165,40,45,65,1.2,31.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10240.0,70.0,470,75,800000.0
594,595,Joltik,Galvantula,Bug,Electric,"['Compoundeyes', 'Unnerve', 'Swarm']",5.0,0.0,47,50,50,57,50,65,0.1,0.6,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,319,190,1000000.0
595,596,Galvantula,Unknown,Bug,Electric,"['Compoundeyes', 'Unnerve', 'Swarm']",5.0,0.0,77,60,70,97,60,108,0.8,14.3,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,472,75,1000000.0
596,597,Ferroseed,Ferrothorn,Grass,Steel,['Iron Barbs'],5.0,0.0,50,91,44,24,86,10,0.6,18.8,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,5120.0,70.0,305,255,1000000.0
597,598,Ferrothorn,Unknown,Grass,Steel,"['Iron Barbs', 'Anticipation']",5.0,0.0,94,131,74,54,116,20,1.0,110.0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,5120.0,70.0,489,90,1000000.0
598,599,Klink,Klang,Steel,-,"['Plus', 'Minus', 'Clear Body']",5.0,0.0,55,70,40,45,60,30,0.3,21.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,300,130,1059860.0
599,600,Klang,Klinklang,Steel,-,"['Plus', 'Minus', 'Clear Body']",5.0,0.0,80,95,60,70,85,50,0.6,51.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,440,60,1059860.0
600,601,Klinklang,Unknown,Steel,-,"['Plus', 'Minus', 'Clear Body']",5.0,0.0,100,115,60,70,85,90,0.6,81.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,520,30,1059860.0
601,602,Tynamo,Eelektrik,Electric,-,['Levitate'],5.0,0.0,55,40,35,45,40,60,0.2,0.3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,275,190,1250000.0
602,603,Eelektrik,Eelektross,Electric,-,['Levitate'],5.0,0.0,85,70,65,75,70,40,1.2,22.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,405,60,1250000.0
603,604,Eelektross,Unknown,Electric,-,['Levitate'],5.0,0.0,115,80,85,105,80,50,2.1,80.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,515,30,1250000.0
604,605,Elgyem,Beheeyem,Psychic,-,"['Telepathy', 'Synchronize', 'Analytic']",5.0,0.0,55,55,55,85,55,30,0.5,9.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,335,255,1000000.0
605,606,Beheeyem,Unknown,Psychic,-,"['Telepathy', 'Synchronize', 'Analytic']",5.0,0.0,75,75,75,125,95,40,1.0,34.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,485,90,1000000.0
606,607,Litwick,Lampent,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5.0,0.0,30,55,50,65,55,20,0.3,3.1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,275,190,1059860.0
607,608,Lampent,Chandelure,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5.0,0.0,40,60,60,95,60,55,0.6,13.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,370,90,1059860.0
608,609,Chandelure,Unknown,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5.0,0.0,55,90,60,145,90,80,1.0,34.3,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,520,45,1059860.0
609,610,Axew,Fraxure,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",5.0,0.0,87,60,46,30,40,57,0.6,18.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,320,75,1250000.0
610,611,Fraxure,Haxorus,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",5.0,0.0,117,70,66,40,50,67,1.0,36.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,410,60,1250000.0
611,612,Haxorus,Unknown,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",5.0,0.0,147,90,76,60,70,97,1.8,105.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,540,45,1250000.0
612,613,Cubchoo,Beartic,Ice,-,"['Snow Cloak', 'Slush Rush', 'Rattled']",5.0,0.0,70,40,55,60,40,40,0.5,8.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,305,120,1000000.0
613,614,Beartic,Unknown,Ice,-,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",5.0,0.0,130,80,95,70,80,50,2.6,260.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,505,60,1000000.0
614,615,Cryogonal,No hay,Ice,-,['Levitate'],5.0,0.0,50,50,80,95,135,105,1.1,148.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,6400.0,70.0,515,25,1000000.0
615,616,Shelmet,Accelgor,Bug,-,"['Hydration', 'Shell Armor', 'Overcoat']",5.0,0.0,40,85,50,40,65,25,0.4,7.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,305,200,1000000.0
616,617,Accelgor,Unknown,Bug,-,"['Hydration', 'Sticky Hold', 'Unburden']",5.0,0.0,70,40,80,100,60,145,0.8,25.3,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,495,75,1000000.0
617,618,Stunfisk,No hay,Ground,Electric,"['Static', 'Limber', 'Sand Veil']",5.0,0.0,66,84,109,81,99,32,0.7,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,5120.0,70.0,471,75,1000000.0
618,619,Mienfoo,Mienshao,Fighting,-,"['Inner Focus', 'Regenerator', 'Reckless']",5.0,0.0,85,50,45,55,50,65,0.9,20.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,350,180,1059860.0
619,620,Mienshao,Unknown,Fighting,-,"['Inner Focus', 'Regenerator', 'Reckless']",5.0,0.0,125,60,65,95,60,105,1.4,35.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,510,45,1059860.0
620,621,Druddigon,No hay,Dragon,-,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",5.0,0.0,120,90,77,60,90,48,1.6,139.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,7680.0,70.0,485,45,1000000.0
621,622,Golett,Golurk,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",5.0,0.0,74,50,59,35,50,35,1.0,92.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400.0,70.0,303,190,1000000.0
622,623,Golurk,Unknown,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",5.0,0.0,124,80,89,55,80,55,2.8,330.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400.0,70.0,483,90,1000000.0
623,624,Pawniard,Bisharp,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",5.0,0.0,85,70,45,40,40,60,0.5,10.2,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120.0,35.0,340,120,1000000.0
624,625,Bisharp,Unknown,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",5.0,0.0,125,100,65,60,70,70,1.6,70.0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120.0,35.0,490,45,1000000.0
625,626,Bouffalant,No hay,Normal,-,"['Reckless', 'Sap Sipper', 'Soundproof']",5.0,0.0,110,95,95,40,95,55,1.6,94.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,490,45,1000000.0
626,627,Rufflet,Braviary,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Hustle']",5.0,0.0,83,50,70,37,50,60,0.5,10.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,350,190,1250000.0
627,628,Braviary,Unknown,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Defiant']",5.0,0.0,123,75,100,57,75,80,1.5,41.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,510,60,1250000.0
628,629,Vullaby,Mandibuzz,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",5.0,0.0,55,75,70,45,65,60,0.5,9.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120.0,35.0,370,190,1250000.0
629,630,Mandibuzz,Unknown,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",5.0,0.0,65,105,110,55,95,80,1.2,39.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120.0,35.0,510,60,1250000.0
630,631,Heatmor,No hay,Fire,-,"['Gluttony', 'Flash Fire', 'White Smoke']",5.0,0.0,97,66,85,105,66,65,1.4,58.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,484,90,1000000.0
631,632,Durant,No hay,Bug,Steel,"['Swarm', 'Hustle', 'Truant']",5.0,0.0,109,112,58,48,48,109,0.3,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,5120.0,70.0,484,90,1000000.0
632,633,Deino,Zweilous,Dark,Dragon,['Hustle'],5.0,0.0,65,50,52,45,50,38,0.8,17.3,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,300,45,1250000.0
633,634,Zweilous,Unknown,Dark,Dragon,['Hustle'],5.0,0.0,85,70,72,65,70,58,1.4,50.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,420,45,1250000.0
634,635,Hydreigon,Unknown,Dark,Dragon,['Levitate'],5.0,0.0,105,90,92,125,90,98,1.8,160.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,600,45,1250000.0
635,636,Larvesta,Volcarona,Bug,Fire,"['Flame Body', 'Swarm']",5.0,0.0,85,55,55,50,55,60,1.1,28.8,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240.0,70.0,360,45,1250000.0
636,637,Volcarona,Unknown,Bug,Fire,"['Flame Body', 'Swarm']",5.0,0.0,60,65,85,135,105,100,1.6,46.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240.0,70.0,550,15,1250000.0
637,638,Cobalion,No hay,Steel,Fighting,['Justified'],5.0,1.0,90,129,91,90,72,108,2.1,250.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,20480.0,35.0,580,3,1250000.0
638,639,Terrakion,No hay,Rock,Fighting,['Justified'],5.0,1.0,129,90,91,72,90,108,1.9,260.0,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,20480.0,35.0,580,3,1250000.0
639,640,Virizion,No hay,Grass,Fighting,['Justified'],5.0,1.0,90,72,91,90,129,108,2.0,200.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,20480.0,35.0,580,3,1250000.0
640,641,Tornadus,No hay,Flying,-,"['Prankster', 'Defiant', 'Regenerator']",5.0,1.0,100,80,79,110,90,121,1.5,63.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30720.0,90.0,580,3,1250000.0
641,642,Thundurus,No hay,Electric,Flying,"['Prankster', 'Defiant', 'Volt Absorb']",5.0,1.0,105,70,79,145,80,101,1.5,61.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,30720.0,90.0,580,3,1250000.0
642,643,Reshiram,No hay,Dragon,Fire,['Turboblaze'],5.0,1.0,120,100,100,150,120,90,3.2,330.0,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,30720.0,0.0,680,3,1250000.0
643,644,Zekrom,No hay,Dragon,Electric,['Teravolt'],5.0,1.0,150,120,100,120,100,90,2.9,345.0,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,30720.0,0.0,680,3,1250000.0
644,645,Landorus,No hay,Ground,Flying,"['Sand Force', 'Sheer Force', 'Intimidate']",5.0,1.0,145,90,89,105,80,91,1.5,68.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,30720.0,90.0,600,3,1250000.0
645,646,Kyurem,No hay,Dragon,Ice,"['Pressure', 'Teravolt', 'Turboblaze']",5.0,1.0,120,90,125,170,100,95,3.0,325.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,30720.0,0.0,700,3,1250000.0
646,647,Keldeo,No hay,Water,Fighting,['Justified'],5.0,1.0,72,90,91,129,90,108,1.4,48.5,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,20480.0,35.0,580,3,1250000.0
647,648,Meloetta,No hay,Normal,Psychic,['Serene Grace'],5.0,1.0,128,90,100,77,77,128,0.6,6.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,100.0,600,3,1250000.0
648,649,Genesect,No hay,Bug,Steel,['Download'],5.0,1.0,120,95,71,120,95,99,1.5,82.5,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,30720.0,0.0,600,3,1250000.0
649,650,Chespin,Quilladin,Grass,-,"['Overgrow', 'Bulletproof']",6.0,0.0,61,65,56,48,45,38,0.4,9.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,313,45,1059860.0
650,651,Quilladin,Chesnaught,Grass,-,"['Overgrow', 'Bulletproof']",6.0,0.0,78,95,61,56,58,57,0.7,29.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,405,45,1059860.0
651,652,Chesnaught,Unknown,Grass,Fighting,"['Overgrow', 'Bulletproof']",6.0,0.0,107,122,88,74,75,64,1.6,90.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,5120.0,70.0,530,45,1059860.0
652,653,Fennekin,Braixen,Fire,-,"['Blaze', 'Magician']",6.0,0.0,45,40,40,62,60,60,0.4,9.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,307,45,1059860.0
653,654,Braixen,Delphox,Fire,-,"['Blaze', 'Magician']",6.0,0.0,59,58,59,90,70,73,1.0,14.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,409,45,1059860.0
654,655,Delphox,Unknown,Fire,Psychic,"['Blaze', 'Magician']",6.0,0.0,69,72,75,114,100,104,1.5,39.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,5120.0,70.0,534,45,1059860.0
655,656,Froakie,Frogadier,Water,-,"['Torrent', 'Protean']",6.0,0.0,56,40,41,62,44,71,0.3,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,314,45,1059860.0
656,657,Frogadier,Greninja,Water,-,"['Torrent', 'Protean']",6.0,0.0,63,52,54,83,56,97,0.6,10.9,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,405,45,1059860.0
657,658,Greninja,Unknown,Water,Dark,"['Torrent', 'Protean', 'Battle Bond']",6.0,0.0,145,67,72,153,71,132,1.5,40.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,5120.0,70.0,640,45,1059860.0
658,659,Bunnelby,Diggersby,Normal,-,"['Pickup', 'Cheek Pouch', 'Huge Power']",6.0,0.0,36,38,38,32,36,57,0.4,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,237,255,1000000.0
659,660,Diggersby,Unknown,Normal,Ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",6.0,0.0,56,77,85,50,77,78,1.0,42.4,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3840.0,70.0,423,127,1000000.0
660,661,Fletchling,Fletchinder,Normal,Flying,"['Big Pecks', 'Gale Wings']",6.0,0.0,50,43,45,40,38,62,0.3,1.7,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,278,255,1059860.0
661,662,Fletchinder,Talonflame,Fire,Flying,"['Flame Body', 'Gale Wings']",6.0,0.0,73,55,62,56,52,84,0.7,16.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840.0,70.0,382,120,1059860.0
662,663,Talonflame,Unknown,Fire,Flying,"['Flame Body', 'Gale Wings']",6.0,0.0,81,71,78,74,69,126,1.2,24.5,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840.0,70.0,499,45,1059860.0
663,664,Scatterbug,Spewpa,Bug,-,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6.0,0.0,35,40,38,27,25,35,0.3,2.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,200,255,1000000.0
664,665,Spewpa,Vivillion,Bug,-,"['Shed Skin', 'Friend Guard']",6.0,0.0,22,60,45,27,30,29,0.3,8.4,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,213,120,1000000.0
665,666,Vivillon,Unknown,Bug,Flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6.0,0.0,52,50,80,90,50,89,1.2,17.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840.0,70.0,411,45,1000000.0
666,667,Litleo,Pyroar,Fire,Normal,"['Rivalry', 'Unnerve', 'Moxie']",6.0,0.0,50,58,62,73,54,72,0.6,13.5,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,369,220,1059860.0
667,668,Pyroar,Unknown,Fire,Normal,"['Rivalry', 'Unnerve', 'Moxie']",6.0,0.0,68,72,86,109,66,106,1.5,81.5,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,507,65,1059860.0
668,669,Flabébé,Floette,Fairy,-,"['Flower Veil', 'Symbiosis']",6.0,0.0,38,39,44,61,79,42,0.1,0.1,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,303,225,1000000.0
669,670,Floette,Florges,Fairy,-,"['Flower Veil', 'Symbiosis']",6.0,0.0,65,67,74,125,128,92,0.2,0.9,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,551,120,1000000.0
670,671,Florges,Unknown,Fairy,-,"['Flower Veil', 'Symbiosis']",6.0,0.0,65,68,78,112,154,75,1.1,10.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,552,45,1000000.0
