,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Number_of_Abilities,Combination,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
651,652,Chesnaught,Final Form,Grass,Fighting,"['Overgrow', 'Bulletproof']",2,"Grass, Fighting",6.0,0.0,107,122,88,74,75,64,1.6,90.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,5120.0,70.0,530,45,1059860.0
652,653,Fennekin,Braixen,Fire,-,"['Blaze', 'Magician']",2,"Fire, -",6.0,0.0,45,40,40,62,60,60,0.4,9.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,307,45,1059860.0
653,654,Braixen,Delphox,Fire,-,"['Blaze', 'Magician']",2,"Fire, -",6.0,0.0,59,58,59,90,70,73,1.0,14.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,409,45,1059860.0
654,655,Delphox,Final Form,Fire,Psychic,"['Blaze', 'Magician']",2,"Fire, Psychic",6.0,0.0,69,72,75,114,100,104,1.5,39.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,5120.0,70.0,534,45,1059860.0
655,656,Froakie,Frogadier,Water,-,"['Torrent', 'Protean']",2,"Water, -",6.0,0.0,56,40,41,62,44,71,0.3,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,314,45,1059860.0
656,657,Frogadier,Greninja,Water,-,"['Torrent', 'Protean']",2,"Water, -",6.0,0.0,63,52,54,83,56,97,0.6,10.9,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,405,45,1059860.0
657,658,Greninja,Final Form,Water,Dark,"['Torrent', 'Protean', 'Battle Bond']",3,"Water, Dark",6.0,0.0,145,67,72,153,71,132,1.5,40.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,5120.0,70.0,640,45,1059860.0
658,659,Bunnelby,Diggersby,Normal,-,"['Pickup', 'Cheek Pouch', 'Huge Power']",3,"Normal, -",6.0,0.0,36,38,38,32,36,57,0.4,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,237,255,1000000.0
659,660,Diggersby,Final Form,Normal,Ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",3,"Normal, Ground",6.0,0.0,56,77,85,50,77,78,1.0,42.4,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3840.0,70.0,423,127,1000000.0
660,661,Fletchling,Fletchinder,Normal,Flying,"['Big Pecks', 'Gale Wings']",2,"Normal, Flying",6.0,0.0,50,43,45,40,38,62,0.3,1.7,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,278,255,1059860.0
661,662,Fletchinder,Talonflame,Fire,Flying,"['Flame Body', 'Gale Wings']",2,"Fire, Flying",6.0,0.0,73,55,62,56,52,84,0.7,16.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840.0,70.0,382,120,1059860.0
662,663,Talonflame,Final Form,Fire,Flying,"['Flame Body', 'Gale Wings']",2,"Fire, Flying",6.0,0.0,81,71,78,74,69,126,1.2,24.5,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840.0,70.0,499,45,1059860.0
663,664,Scatterbug,Spewpa,Bug,-,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",3,"Bug, -",6.0,0.0,35,40,38,27,25,35,0.3,2.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,200,255,1000000.0
664,665,Spewpa,Vivillion,Bug,-,"['Shed Skin', 'Friend Guard']",2,"Bug, -",6.0,0.0,22,60,45,27,30,29,0.3,8.4,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,213,120,1000000.0
665,666,Vivillon,Final Form,Bug,Flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",3,"Bug, Flying",6.0,0.0,52,50,80,90,50,89,1.2,17.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840.0,70.0,411,45,1000000.0
666,667,Litleo,Pyroar,Fire,Normal,"['Rivalry', 'Unnerve', 'Moxie']",3,"Fire, Normal",6.0,0.0,50,58,62,73,54,72,0.6,13.5,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,369,220,1059860.0
667,668,Pyroar,Final Form,Fire,Normal,"['Rivalry', 'Unnerve', 'Moxie']",3,"Fire, Normal",6.0,0.0,68,72,86,109,66,106,1.5,81.5,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,507,65,1059860.0
668,669,Flabébé,Floette,Fairy,-,"['Flower Veil', 'Symbiosis']",2,"Fairy, -",6.0,0.0,38,39,44,61,79,42,0.1,0.1,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,303,225,1000000.0
669,670,Floette,Florges,Fairy,-,"['Flower Veil', 'Symbiosis']",2,"Fairy, -",6.0,0.0,65,67,74,125,128,92,0.2,0.9,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,551,120,1000000.0
670,671,Florges,Final Form,Fairy,-,"['Flower Veil', 'Symbiosis']",2,"Fairy, -",6.0,0.0,65,68,78,112,154,75,1.1,10.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,552,45,1000000.0
671,672,Skiddo,Gogoat,Grass,-,"['Sap Sipper', 'Grass Pelt']",2,"Grass, -",6.0,0.0,65,48,66,62,57,52,0.9,31.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,350,200,1000000.0
672,673,Gogoat,Final Form,Grass,-,"['Sap Sipper', 'Grass Pelt']",2,"Grass, -",6.0,0.0,100,62,123,97,81,68,1.7,91.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,531,45,1000000.0
673,674,Pancham,Pangoro,Fighting,-,"['Iron Fist', 'Mold Breaker', 'Scrappy']",3,"Fighting, -",6.0,0.0,82,62,67,46,48,43,0.6,8.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,348,220,1000000.0
674,675,Pangoro,Final Form,Fighting,Dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",3,"Fighting, Dark",6.0,0.0,124,78,95,69,71,58,2.1,136.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,6400.0,70.0,495,65,1000000.0
675,676,Furfrou,Final Form,Normal,-,['Fur Coat'],1,"Normal, -",6.0,0.0,80,60,75,65,90,102,1.2,28.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,472,160,1000000.0
676,677,Espurr,Meowstic,Psychic,-,"['Keen Eye', 'Infiltrator', 'Own Tempo']",3,"Psychic, -",6.0,0.0,48,54,62,63,60,68,0.3,3.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,355,190,1000000.0
677,678,Meowstic,Final Form,Psychic,-,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",4,"Psychic, -",6.0,0.0,48,76,74,83,81,104,0.6,8.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,466,75,1000000.0
678,679,Honedge,Doublade,Steel,Ghost,['No Guard'],1,"Steel, Ghost",6.0,0.0,80,100,45,35,37,28,0.8,2.0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,325,180,1000000.0
679,680,Doublade,Aegislash,Steel,Ghost,['No Guard'],1,"Steel, Ghost",6.0,0.0,110,150,59,45,49,35,0.8,4.5,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,448,90,1000000.0
680,681,Aegislash,Final Form,Steel,Ghost,['Stance Change'],1,"Steel, Ghost",6.0,0.0,150,50,60,150,50,60,1.7,53.0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,520,45,1000000.0
681,682,Spritzee,Aromatisse,Fairy,-,"['Healer', 'Aroma Veil']",2,"Fairy, -",6.0,0.0,52,60,78,63,65,23,0.2,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,341,200,1000000.0
682,683,Aromatisse,Final Form,Fairy,-,"['Healer', 'Aroma Veil']",2,"Fairy, -",6.0,0.0,72,72,101,99,89,29,0.8,15.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,462,140,1000000.0
683,684,Swirlix,Slurpuff,Fairy,-,"['Sweet Veil', 'Unburden']",2,"Fairy, -",6.0,0.0,48,66,62,59,57,49,0.4,3.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,341,200,1000000.0
684,685,Slurpuff,Final Form,Fairy,-,"['Sweet Veil', 'Unburden']",2,"Fairy, -",6.0,0.0,80,86,82,85,75,72,0.8,5.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120.0,70.0,480,140,1000000.0
685,686,Inkay,Malamar,Dark,Psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",3,"Dark, Psychic",6.0,0.0,54,53,53,37,46,45,0.4,3.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5120.0,70.0,288,190,1000000.0
686,687,Malamar,Final Form,Dark,Psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",3,"Dark, Psychic",6.0,0.0,92,88,86,68,75,73,1.5,47.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5120.0,70.0,482,80,1000000.0
687,688,Binacle,Barbaracle,Rock,Water,"['Tough Claws', 'Sniper', 'Pickpocket']",3,"Rock, Water",6.0,0.0,52,67,42,39,56,50,0.5,31.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,5120.0,70.0,306,120,1000000.0
688,689,Barbaracle,Final Form,Rock,Water,"['Tough Claws', 'Sniper', 'Pickpocket']",3,"Rock, Water",6.0,0.0,105,115,72,54,86,68,1.3,96.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,5120.0,70.0,500,45,1000000.0
689,690,Skrelp,Dragalge,Poison,Water,"['Poison Point', 'Poison Touch', 'Adaptability']",3,"Poison, Water",6.0,0.0,60,60,50,60,60,30,0.5,7.3,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,5120.0,70.0,320,225,1000000.0
690,691,Dragalge,Final Form,Poison,Dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",3,"Poison, Dragon",6.0,0.0,75,90,65,97,123,44,1.8,81.5,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,5120.0,70.0,494,55,1000000.0
691,692,Clauncher,Clawitzer,Water,-,['Mega Launcher'],1,"Water, -",6.0,0.0,53,62,50,58,63,44,0.5,8.3,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840.0,70.0,330,225,1250000.0
692,693,Clawitzer,Final Form,Water,-,['Mega Launcher'],1,"Water, -",6.0,0.0,73,88,71,120,89,59,1.3,35.3,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840.0,70.0,500,55,1250000.0
693,694,Helioptile,Heliolisk,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",3,"Electric, Normal",6.0,0.0,38,33,44,61,43,70,0.5,6.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,289,190,1000000.0
694,695,Heliolisk,Final Form,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",3,"Electric, Normal",6.0,0.0,55,52,62,109,94,109,1.0,21.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,481,75,1000000.0
695,696,Tyrunt,Tyrantrum,Rock,Dragon,"['Strong Jaw', 'Sturdy']",2,"Rock, Dragon",6.0,0.0,89,77,58,45,45,48,0.8,26.0,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,7680.0,70.0,362,45,1000000.0
696,697,Tyrantrum,Final Form,Rock,Dragon,"['Strong Jaw', 'Rock Head']",2,"Rock, Dragon",6.0,0.0,121,119,82,69,59,71,2.5,270.0,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,7680.0,70.0,521,45,1000000.0
697,698,Amaura,Aurorus,Rock,Ice,"['Refrigerate', 'Snow Warning']",2,"Rock, Ice",6.0,0.0,59,50,77,67,63,46,1.3,25.2,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,7680.0,70.0,362,45,1000000.0
698,699,Aurorus,Final Form,Rock,Ice,"['Refrigerate', 'Snow Warning']",2,"Rock, Ice",6.0,0.0,77,72,123,99,92,58,2.7,225.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,7680.0,70.0,521,45,1000000.0
699,700,Sylveon,Final Form,Fairy,-,"['Cute Charm', 'Pixilate']",2,"Fairy, -",6.0,0.0,65,65,95,110,130,60,1.0,23.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,8960.0,70.0,525,45,1000000.0
700,701,Hawlucha,Final Form,Fighting,Flying,"['Limber', 'Unburden', 'Mold Breaker']",3,"Fighting, Flying",6.0,0.0,92,75,78,74,63,118,0.8,21.5,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5120.0,70.0,500,100,1000000.0
701,702,Dedenne,Final Form,Electric,Fairy,"['Cheek Pouch', 'Pickup', 'Plus']",3,"Electric, Fairy",6.0,0.0,58,57,67,81,67,101,0.2,2.2,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5120.0,70.0,431,180,1000000.0
702,703,Carbink,Final Form,Rock,Fairy,"['Clear Body', 'Sturdy']",2,"Rock, Fairy",6.0,0.0,50,150,50,50,150,50,0.3,5.7,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,6400.0,70.0,500,60,1250000.0
703,704,Goomy,Sliggoo,Dragon,-,"['Sap Sipper', 'Hydration', 'Gooey']",3,"Dragon, -",6.0,0.0,50,35,45,55,75,40,0.3,2.8,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,300,45,1250000.0
704,705,Sliggoo,Goodra,Dragon,-,"['Sap Sipper', 'Hydration', 'Gooey']",3,"Dragon, -",6.0,0.0,75,53,68,83,113,60,0.8,17.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,452,45,1250000.0
705,706,Goodra,Final Form,Dragon,-,"['Sap Sipper', 'Hydration', 'Gooey']",3,"Dragon, -",6.0,0.0,100,70,90,110,150,80,2.0,150.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,600,45,1250000.0
706,707,Klefki,Final Form,Steel,Fairy,"['Prankster', 'Magician']",2,"Steel, Fairy",6.0,0.0,80,91,57,80,87,75,0.2,3.0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,5120.0,70.0,470,75,800000.0
707,708,Phantump,Trevenant,Ghost,Grass,"['Natural Cure', 'Frisk', 'Harvest']",3,"Ghost, Grass",6.0,0.0,70,48,43,50,60,38,0.4,7.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,5120.0,70.0,309,120,1000000.0
708,709,Trevenant,Final Form,Ghost,Grass,"['Natural Cure', 'Frisk', 'Harvest']",3,"Ghost, Grass",6.0,0.0,110,76,85,65,82,56,1.5,71.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,5120.0,70.0,474,60,1000000.0
709,710,Pumpkaboo,Gourgeist,Ghost,Grass,"['Pickup', 'Frisk', 'Insomnia']",3,"Ghost, Grass",6.0,0.0,66,70,59,44,55,41,0.8,15.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,5120.0,70.0,335,120,1000000.0
710,711,Gourgeist,Final Form,Ghost,Grass,"['Pickup', 'Frisk', 'Insomnia']",3,"Ghost, Grass",6.0,0.0,100,122,85,58,75,54,1.7,39.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,5120.0,70.0,494,60,1000000.0
711,712,Bergmite,Avalugg,Ice,-,"['Own Tempo', 'Ice Body', 'Sturdy']",3,"Ice, -",6.0,0.0,69,85,55,32,35,28,1.0,99.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,304,190,1000000.0
712,713,Avalugg,Final Form,Ice,-,"['Own Tempo', 'Ice Body', 'Sturdy']",3,"Ice, -",6.0,0.0,117,184,95,44,46,28,2.0,505.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,514,55,1000000.0
713,714,Noibat,Noivern,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",3,"Flying, Dragon",6.0,0.0,30,35,40,45,40,55,0.5,8.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,245,190,1000000.0
714,715,Noivern,Final Form,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",3,"Flying, Dragon",6.0,0.0,70,80,85,97,80,123,1.5,85.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,535,45,1000000.0
715,716,Xerneas,Final Form,Fairy,-,['Fairy Aura'],1,"Fairy, -",6.0,1.0,131,95,126,131,98,99,3.0,215.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30720.0,0.0,680,45,1250000.0
716,717,Yveltal,Final Form,Dark,Flying,['Dark Aura'],1,"Dark, Flying",6.0,1.0,131,95,126,131,98,99,5.8,203.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,30720.0,0.0,680,45,1250000.0
717,718,Zygarde,Final Form,Dragon,Ground,"['Aura Break', 'Power Construct']",2,"Dragon, Ground",6.0,1.0,100,121,216,91,95,85,5.0,284.6,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,30720.0,0.0,708,3,1250000.0
718,719,Diancie,Final Form,Rock,Fairy,['Clear Body'],1,"Rock, Fairy",6.0,1.0,160,110,50,160,110,110,0.7,8.8,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,6400.0,70.0,700,3,1250000.0
719,720,Hoopa,Final Form,Psychic,Ghost,['Magician'],1,"Psychic, Ghost",6.0,1.0,160,60,80,170,130,80,1.1619001919385796,67.09232245681382,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,30720.0,100.0,680,3,1250000.0
720,721,Volcanion,Final Form,Fire,Water,['Water Absorb'],1,"Fire, Water",6.0,1.0,110,120,80,130,90,70,1.7,195.0,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,30720.0,100.0,600,3,1250000.0
721,722,Rowlet,Dartrix,Grass,Flying,"['Overgrow', 'Long Reach']",2,"Grass, Flying",7.0,0.0,55,55,68,50,50,42,0.3,1.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,320,45,1059860.0
722,723,Dartrix,Final Form,Grass,Flying,"['Overgrow', 'Long Reach']",2,"Grass, Flying",7.0,0.0,75,75,78,70,70,52,0.7,16.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,420,45,1059860.0
723,724,Decidueye,Decidueye,Grass,Ghost,"['Overgrow', 'Long Reach']",2,"Grass, Ghost",7.0,0.0,107,75,78,100,100,70,1.6,36.6,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,3840.0,70.0,530,45,1059860.0
724,725,Litten,Torracat,Fire,-,"['Blaze', 'Intimidate']",2,"Fire, -",7.0,0.0,65,40,45,60,40,70,0.4,4.3,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,3840.0,70.0,320,45,1059860.0
725,726,Torracat,Final Form,Fire,-,"['Blaze', 'Intimidate']",2,"Fire, -",7.0,0.0,85,50,65,80,50,90,0.7,25.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,3840.0,70.0,420,45,1059860.0
726,727,Incineroar,Incineroar,Fire,Dark,"['Blaze', 'Intimidate']",2,"Fire, Dark",7.0,0.0,115,90,95,80,90,60,1.8,83.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,3840.0,70.0,530,45,1059860.0
727,728,Popplio,Brionne,Water,-,"['Torrent', 'Liquid Voice']",2,"Water, -",7.0,0.0,54,54,50,66,56,40,0.4,7.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840.0,70.0,320,45,1059860.0
728,729,Brionne,Primarina,Water,-,"['Torrent', 'Liquid Voice']",2,"Water, -",7.0,0.0,69,69,60,91,81,50,0.6,17.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840.0,70.0,420,45,1059860.0
729,730,Primarina,Final Form,Water,Fairy,"['Torrent', 'Liquid Voice']",2,"Water, Fairy",7.0,0.0,74,74,80,126,116,60,1.8,44.0,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,3840.0,70.0,530,45,1059860.0
